TIME,FLIGHT,FROM,AIRLINE,AIRCRAFT,Unnamed: 5,STATUS,DATE,ARRIVAL_AIRPORT_CODE,ARRIVAL_AIRPORT_NAME,WEATHER_ARRIVAL,WIND_ARRIVAL,DIRECTION_ARRIVAL,WEATHER_DEPARTURE,WIND_DEPARTURE,DIRECTION_DEPARTURE,Scheduled_departures,Actual_departures,Scheduled_arrival,Actual_arrival
7:40 AM,SG8473,Delhi (DEL),SpiceJet,737,,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,30 °C,8 kts,140 °,6:05 AM,6:12 AM,01:08,7:40 AM
7:55 AM,I59905,Delhi (DEL),AIX Connect,A320 (VT-VTZ),,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,30 °C,8 kts,140 °,6:40 AM,6:44 AM,01:12,7:55 AM
8:15 AM,SG944,Mumbai (BOM),SpiceJet,737,,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,26 °C,4 kts,180 °,5:50 AM,6:27 AM,02:13,8:15 AM
8:25 AM,QP1637,Mumbai (BOM),Akasa Air,7M8,,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,26 °C,4 kts,180 °,5:35 AM,5:32 AM,02:21,8:25 AM
8:45 AM,AI827,Delhi (DEL),Air India,A20N (VT-RTS),,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,30 °C,8 kts,140 °,,,,
9:05 AM,6E6945,Ahmedabad (AMD),IndiGo,A20N (VT-IIS),,Scheduled,"Wednesday, Jun 19",SXR,Srinagar Airport,16 °C,2 kts,Variable,30 °C,10 kts,180 °,6:55 AM,7:03 AM,01:54,9:05 AM
8:00 AM,6E2272,Delhi (DEL),IndiGo,A20N (VT-IVA),,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,30 °C,8 kts,140 °,6:20 AM,6:31 AM,01:25,8:00 AM
8:05 AM,I5588,Kolkata (CCU),AIX Connect,A320 (VT-NAG),,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,29 °C,8 kts,160 °,—,—,—,—
8:15 AM,6E928,Hyderabad (HYD),IndiGo,A20N (VT-IPQ),,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,26 °C,13 kts,260 °,6:50 AM,6:54 AM,01:12,8:15 AM
10:35 AM,6E6797,Chennai (MAA),IndiGo,A20N (VT-IIX),,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,27 °C,8 kts,260 °,8:20 AM,8:17 AM,01:37,10:15 AM
12:00 PM,IX1597,Delhi (DEL),Air India Express,B38M (VT-BXF),,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,30 °C,8 kts,140 °,10:00 AM,10:50 AM,01:26,12:00 PM
12:50 PM,S5144,Kishangarh (KQH),Star Air,ER4,,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,,,,,,,
1:35 PM,IX1173,Hyderabad (HYD),Air India Express,B38M (VT-BXR),,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,26 °C,13 kts,260 °,,,,
2:00 PM,6E6191,Pune (PNQ),IndiGo,A20N (VT-IIX),,Scheduled,"Wednesday, Jun 19",STV,Surat International Airport,29 °C,12 kts,200 °,26 °C,8 kts,250 °,,,,
12:35 PM,SG3779,Kolkata (CCU),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",TEZ,Tezpur Airport,25 °C,2 kts,Variable,29 °C,8 kts,160 °,11:05 AM,11:03 AM,01:20,12:35 PM
10:45 AM,9I757,Guwahati (GAU),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",TEZ,Tezpur Airport,25 °C,2 kts,Variable,27 °C,4 kts,340 °,11:10 AM,11:37 AM,00:35,12:00 PM
2:35 PM,9I405,Dibrugarh (DIB),Alliance Air,D28,,Scheduled,"Wednesday, Jun 19",TEI,Tezu Airport,,,,26 °C,2 kts,Variable,,,,
11:40 PM,UK523,Bengaluru (BLR),Vistara,A20N (VT-TYG),,Landed 11:32 PM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,22 °C,12 kts,260 °,10:30 PM,10:36 PM,00:56,11:40 PM
11:45 PM,6E6171,Delhi (DEL),IndiGo,A20N (VT-IZV),,Landed 11:38 PM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,30 °C,8 kts,140 °,8:25 PM,8:35 PM,03:03,11:45 PM
11:50 PM,AK9,Kuala Lumpur (KUL),AirAsia (Universiti Teknologi Malaysia Livery),A320 (9M-AJE),,Landed 11:50 PM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,22 °C,2 kts,Variable,10:30 PM,10:58 PM,03:21,11:50 PM
12:45 AM,AI829,Delhi (DEL),Air India,A320 (VT-EXC),,Estimated 12:39 AM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,30 °C,8 kts,140 °,9:25 PM,9:47 PM,02:58,12:45 AM
1:25 AM,6E5301,Mumbai (BOM),IndiGo,A20N (VT-IQA),,Estimated 1:16 AM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,26 °C,4 kts,180 °,11:15 PM,11:28 PM,01:48,1:25 AM
2:20 AM,QR506,Doha (DOH),Qatar Airways,A320 (A7-AHI),,Estimated 2:18 AM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,35 °C,6 kts,230 °,7:10 PM,7:38 PM,04:14,2:20 AM
2:35 AM,IX542,Dubai (DXB),Air India Express (Konark Sun Temple-Taj Mahal),B738 (VT-GHF),,Estimated 2:30 AM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,34 °C,6 kts,190 °,8:45 PM,9:03 PM,04:02,2:35 AM
3:10 AM,EK522,Dubai (DXB),Emirates,B77W (A6-EQC),,Estimated 3:11 AM,"Wednesday, Jun 19",TRV,Trivandrum International Airport,26 °C,Calm,,34 °C,6 kts,190 °,9:25 PM,10:03 PM,03:45,3:10 AM
11:45 PM,AK29,Kuala Lumpur (KUL),AirAsia,A20N (9M-AGG),,Landed 11:48 PM,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,22 °C,2 kts,Variable,10:30 PM,11:00 PM,03:17,11:45 PM
2:35 AM,IX681,Singapore (SIN),Air India Express (Harmandir Sahib-Jumping Man),B738 (VT-GHI),,Estimated 2:09 AM,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,28 °C,4 kts,300 °,12:40 AM,1:09 AM,03:44,2:35 AM
4:05 AM,IX614,Sharjah (SHJ),Air India Express (Ellora-Ajanta Caves Livery),B738 (VT-AYA),,Scheduled,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,34 °C,8 kts,170 °,10:05 PM,10:26 PM,04:02,4:05 AM
5:35 AM,IX796,Mangalore (IXE),Air India Express,73H,,Scheduled,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,24 °C,4 kts,120 °,7:25 PM,8:29 PM,05:20,3:45 AM
6:40 AM,6E1008,Singapore (SIN),IndiGo,A320 (VT-IAQ),,Scheduled,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,27 °C,2 kts,Variable,4:55 AM,5:28 AM,—,6:40 AM
7:00 AM,6E7298,Chennai (MAA),IndiGo,AT76 (VT-IRD),,Scheduled,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,26 °C,8 kts,270 °,5:45 AM,6:12 AM,00:51,7:00 AM
7:20 AM,6E7236,Bengaluru (BLR),IndiGo,AT76 (VT-IYQ),,Scheduled,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,22 °C,10 kts,260 °,6:05 AM,6:31 AM,00:51,7:20 AM
10:40 AM,6E7191,Chennai (MAA),IndiGo,AT76 (VT-IYK),,Scheduled,"Wednesday, Jun 19",TRZ,Tiruchirappalli International Airport,27 °C,4 kts,200 °,26 °C,8 kts,270 °,9:40 AM,9:52 AM,—,10:40 AM
7:35 AM,SG2696,Hyderabad (HYD),SpiceJet,DH8,,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,25 °C,13 kts,270 °,6:20 AM,6:41 AM,00:57,7:35 AM
7:45 AM,6E7047,Hyderabad (HYD),IndiGo,AT76 (VT-IYU),,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,25 °C,13 kts,270 °,6:30 AM,6:46 AM,01:03,7:45 AM
8:10 AM,9I877,Hyderabad (HYD),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,25 °C,13 kts,270 °,6:45 AM,—,—,8:10 AM
8:40 AM,6E7532,Hyderabad (HYD),IndiGo,AT76 (VT-IRE),,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,25 °C,13 kts,270 °,7:10 AM,7:16 AM,01:01,8:40 AM
12:00 PM,6E7548,Hyderabad (HYD),IndiGo,AT76 (VT-IYR),,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,25 °C,13 kts,270 °,10:40 AM,11:00 AM,01:05,12:00 PM
12:10 PM,6E7063,Visakhapatnam (VTZ),IndiGo,AT76 (VT-IRF),,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,29 °C,6 kts,240 °,10:30 AM,10:20 AM,01:25,12:10 PM
12:30 PM,6E2005,Hyderabad (HYD),IndiGo,A21N (VT-ILP),,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,25 °C,13 kts,270 °,11:25 AM,11:31 AM,00:49,12:30 PM
12:30 PM,S5202,Shivamogga (RQY),Star Air,ERJ,,Scheduled,"Wednesday, Jun 19",TIR,Tirupati Airport,32 °C,8 kts,220 °,,,,2:00 PM,1:54 PM,00:47,3:05 PM
7:35 AM,6E7193,Chennai (MAA),IndiGo,AT76 (VT-IYW),,Scheduled,"Wednesday, Jun 19",TCR,Tuticorin Airport,,,,26 °C,8 kts,270 °,5:45 AM,5:49 AM,—,7:35 AM
12:00 PM,6E7339,Chennai (MAA),IndiGo,AT76 (VT-IRG),,Scheduled,"Wednesday, Jun 19",TCR,Tuticorin Airport,,,,26 °C,8 kts,270 °,10:15 AM,10:29 AM,01:21,12:00 PM
2:35 PM,6E7605,Chennai (MAA),IndiGo,AT76 (VT-IYK),,Scheduled,"Wednesday, Jun 19",TCR,Tuticorin Airport,,,,26 °C,8 kts,270 °,1:10 PM,1:13 PM,—,2:35 PM
3:35 PM,6E7496,Bengaluru (BLR),IndiGo,AT76 (VT-IRF),,Scheduled,"Wednesday, Jun 19",TCR,Tuticorin Airport,,,,22 °C,10 kts,260 °,1:55 PM,2:52 PM,—,3:35 PM
4:05 PM,6E7179,Chennai (MAA),IndiGo,AT76 (VT-IRM),,Scheduled,"Wednesday, Jun 19",TCR,Tuticorin Airport,,,,26 °C,8 kts,270 °,2:20 PM,4:48 PM,01:26,4:05 PM
7:35 AM,6E7193,Chennai (MAA),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",TCR,Tuticorin Airport,,,,26 °C,8 kts,270 °,5:45 AM,5:49 AM,—,7:35 AM
11:25 AM,6E7735,Bengaluru (BLR),IndiGo,AT7,,Scheduled,"Wednesday, Jun 19",TCR,Tuticorin Airport,,,,22 °C,10 kts,260 °,9:40 AM,10:04 AM,—,11:25 AM
7:25 AM,6E7465,Jaipur (JAI),IndiGo,AT76 (VT-IXV),,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,33 °C,4 kts,300 °,6:20 AM,6:13 AM,00:51,7:25 AM
7:45 AM,6E5038,Mumbai (BOM),IndiGo,A21N (VT-IBU),,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,26 °C,4 kts,140 °,6:25 AM,6:30 AM,01:02,7:45 AM
9:00 AM,6E687,Bengaluru (BLR),SmartLynx,A320 (YL-LDX),,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,22 °C,10 kts,260 °,7:05 AM,7:09 AM,01:52,9:00 AM
11:00 AM,9I695,Delhi (DEL),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,30 °C,6 kts,140 °,,,,
11:10 AM,UK623,Mumbai (BOM),Vistara,320,,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,26 °C,4 kts,140 °,9:40 AM,10:01 AM,01:06,11:10 AM
11:20 AM,6E2644,Delhi (DEL),IndiGo,A20N (VT-IQP),,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,30 °C,6 kts,140 °,9:55 AM,10:24 AM,00:57,11:20 AM
1:20 PM,UK633,Bengaluru (BLR),Vistara,320,,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,22 °C,10 kts,260 °,11:00 AM,11:46 AM,01:52,1:20 PM
2:05 PM,9I696,Ahmedabad (AMD),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",UDR,Udaipur Maharana Pratap Airport,33 °C,8 kts,220 °,30 °C,8 kts,190 °,,,,
9:15 AM,I7101,Bhubaneswar (BBI),IndiaOne Air,CNF,,Scheduled,"Wednesday, Jun 19",UKE,Utkela Airport,,,,29 °C,8 kts,210 °,12:25 PM,—,—,1:35 PM
1:35 PM,I7101,Bhubaneswar (BBI),IndiaOne Air,CNF,,Scheduled,"Wednesday, Jun 19",UKE,Utkela Airport,,,,29 °C,8 kts,210 °,12:25 PM,—,—,1:35 PM
4:20 PM,I7202,Raipur (RPR),IndiaOne Air,CNF,,Scheduled,"Wednesday, Jun 19",UKE,Utkela Airport,,,,,,,3:20 PM,—,—,4:20 PM
6:30 AM,AI669,Mumbai (BOM),Air India,A20N (VT-CIG),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,26 °C,4 kts,140 °,5:15 AM,5:23 AM,00:58,6:30 AM
6:40 AM,6E5273,Mumbai (BOM),IndiGo,A20N (VT-IIV),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,26 °C,4 kts,140 °,5:25 AM,5:25 AM,01:04,6:40 AM
6:50 AM,AI823,Delhi (DEL),Air India,A319 (VT-SCF),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,30 °C,6 kts,140 °,4:50 AM,4:51 AM,01:22,6:50 AM
7:30 AM,6E2412,Delhi (DEL),IndiGo,A21N (VT-IMI),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,30 °C,6 kts,140 °,6:05 AM,6:09 AM,01:12,7:30 AM
3:55 PM,6E6481,Hyderabad (HYD),IndiGo,A20N (VT-IPH),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,25 °C,13 kts,270 °,2:20 PM,2:28 PM,01:19,3:55 PM
5:50 PM,6E807,Bengaluru (BLR),IndiGo,A320 (YL-LDT),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,22 °C,10 kts,260 °,3:50 PM,4:05 PM,01:40,5:50 PM
8:05 PM,6E2637,Delhi (DEL),IndiGo,A20N (VT-IZO),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,30 °C,6 kts,140 °,6:20 PM,7:30 PM,01:11,8:05 PM
8:20 PM,AI819,Delhi (DEL),Air India,A321 (VT-PPI),,Scheduled,"Wednesday, Jun 19",BDQ,Vadodara Airport,31 °C,12 kts,190 °,30 °C,6 kts,140 °,6:35 PM,7:57 PM,01:11,8:20 PM
1:40 AM,6E672,Pune (PNQ),IndiGo,A20N (VT-IPG),,Estimated 1:33 AM,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,26 °C,8 kts,250 °,11:35 PM,11:49 PM,01:44,1:40 AM
6:25 AM,6E2211,Delhi (DEL),IndiGo,A320 (9H-SLH),,Scheduled,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,30 °C,6 kts,140 °,5:00 AM,5:18 AM,01:03,6:25 AM
7:00 AM,IX1170,Hyderabad (HYD),Air India Express,B38M (VT-BXR),,Scheduled,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,25 °C,13 kts,270 °,5:10 AM,5:15 AM,01:41,7:00 AM
7:40 AM,IX1642,Bengaluru (BLR),Air India Express,B38M (VT-BXK),,Scheduled,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,22 °C,10 kts,260 °,5:10 AM,7:14 AM,02:12,7:40 AM
9:15 AM,QP1421,Bengaluru (BLR),Akasa Air,7M8,,Scheduled,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,22 °C,10 kts,260 °,6:45 AM,6:58 AM,02:09,9:15 AM
9:25 AM,6E822,Kolkata (CCU),IndiGo,A20N (VT-IVX),,Scheduled,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,29 °C,10 kts,160 °,7:55 AM,8:02 AM,01:11,9:25 AM
10:00 AM,6E2411,Delhi (DEL),IndiGo,A21N (VT-ILR),,Scheduled,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,30 °C,6 kts,140 °,8:35 AM,—,—,10:00 AM
10:10 AM,6E6543,Mumbai (BOM),IndiGo,A21N (VT-IUK),,Scheduled,"Wednesday, Jun 19",VNS,Varanasi International Airport,36 °C,6 kts,220 °,26 °C,4 kts,140 °,7:50 AM,8:17 AM,01:48,10:10 AM
12:00 PM,9I869,Hyderabad (HYD),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",VDY,Vidyanagar Jindal Airport,,,,25 °C,13 kts,270 °,10:40 AM,—,—,12:00 PM
3:45 PM,9I527,Bengaluru (BLR),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",VDY,Vidyanagar Jindal Airport,,,,22 °C,10 kts,260 °,4:10 PM,4:00 PM,00:43,5:15 PM
4:50 PM,9I527,Bengaluru (BLR),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",VDY,Vidyanagar Jindal Airport,,,,22 °C,10 kts,260 °,4:10 PM,4:00 PM,00:43,5:15 PM
7:10 AM,6E7201,Hyderabad (HYD),IndiGo,AT76 (VT-IYP),,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,25 °C,13 kts,270 °,6:10 AM,6:26 AM,00:40,7:10 AM
7:30 AM,6E7204,Bengaluru (BLR),IndiGo,AT76 (VT-IYE),,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,22 °C,10 kts,260 °,5:55 AM,6:14 AM,01:11,7:30 AM
8:05 AM,6E7084,Chennai (MAA),IndiGo,AT76 (VT-IRF),,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,26 °C,8 kts,270 °,6:25 AM,6:30 AM,01:02,7:50 AM
8:25 AM,AI459,Delhi (DEL),Air India,A21N (VT-RTD),,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,30 °C,6 kts,140 °,5:55 AM,6:14 AM,01:59,8:25 AM
9:20 AM,9I888,Hyderabad (HYD),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,25 °C,13 kts,270 °,,,,
9:40 AM,9I501,Bengaluru (BLR),Alliance Air,AT7,,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,22 °C,10 kts,260 °,7:50 AM,7:55 AM,01:14,9:40 AM
10:10 AM,6E7208,Hyderabad (HYD),IndiGo,AT76 (VT-IYP),,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,25 °C,13 kts,270 °,9:05 AM,9:20 AM,00:42,10:10 AM
11:10 AM,6E7211,Hyderabad (HYD),IndiGo,AT76 (VT-IYU),,Scheduled,"Wednesday, Jun 19",VGA,Vijayawada Airport,29 °C,Calm,,25 °C,13 kts,270 °,10:05 AM,10:31 AM,00:48,11:10 AM
7:00 AM,6E6408,Hyderabad (HYD),IndiGo,A320 (VT-IKK),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,25 °C,13 kts,270 °,5:50 AM,5:52 AM,00:57,7:00 AM
7:05 AM,6E217,Bengaluru (BLR),SmartLynx,A320 (YL-LDF),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,22 °C,10 kts,260 °,5:40 AM,5:41 AM,01:18,7:05 AM
7:40 AM,AI485,Delhi (DEL),Air India,A20N (VT-EXS),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,30 °C,6 kts,140 °,,,,
7:55 AM,I51528,Bengaluru (BLR),AIX Connect,A320 (VT-MLE),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,22 °C,10 kts,260 °,8:30 AM,8:44 AM,00:55,9:45 AM
8:05 AM,6E557,Chennai (MAA),IndiGo,A320 (VT-IFH),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,26 °C,8 kts,270 °,,,,
8:20 AM,6E6086,Delhi (DEL),IndiGo,A20N (VT-IZK),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,30 °C,6 kts,140 °,6:10 AM,6:08 AM,01:52,8:20 AM
10:00 AM,6E7128,Vijayawada (VGA),IndiGo,AT76 (VT-IRF),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,29 °C,Calm,,8:10 AM,8:15 AM,00:50,9:10 AM
11:25 AM,I51529,Hyderabad (HYD),AIX Connect,A320 (VT-MLE),,Scheduled,"Wednesday, Jun 19",VTZ,Visakhapatnam Airport,30 °C,8 kts,310 °,25 °C,12 kts,260 °,11:55 AM,12:26 PM,01:12,1:35 PM
